reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,LAYER 1,LAYER 2,LAYER 3,LAYER 4,LAYER 5
c2948224-cfdd-441b-88ed-7860c5a3cc92,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"dari jam 3 sore, lapor lewat aplikasi tapi tidak ada notifikasi kelanjutan progres pelayanan yg jelas, dan berujung harus telp call center PLN, sempai 3x diberikan ganti nomor kode keluhan, sampai jam 11 malam pun petugas belum datang untuk menangani, 8 jam tanpa penanganan padahal lokasi rumah di area kota dan tidak dalam keadaan bencana atau hujan",1,0,5.2.77,2026-02-18 14:55:59,"Kak, mhn maaf atas gangguan padam yg terjadi di kediaman Kk. Terkait laporan yg telah disampaikan sebelumnya dgn Nomor Lapor G51260218XXXXX, saat ini sedang kami tindak lanjuti & kami teruskan ke Unit terkait untuk proses penormalan. PLN berkomitmen menjaga keandalan pasokan listrik agar ttp stabil sehingga plgn dpt beraktivitas dgn nyaman. :) -AL",2026-02-18 15:22:31,5.2.77,2. LAYANAN,1. KETENAGALISTRIKAN,2. Pengaduan,"1. Pengaduan Listrik Padam/Keandalan Jaringan
Distribusi",1. Respon Lambat terhadap Laporan Padam
38fc5dd7-f234-4d06-beac-2c452b47ef29,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"niat bikin aplikasi kaga sih, udah bikin laporan pengaduan 3 kali tapi masih aja ga dateng dateng ni petugas, mana ga bisa dilihat lagi detail pengaduannya hadehhh, bikin aplikasi yg bener",1,0,5.2.77,2026-02-18 14:18:39,"Kak Rizqy, admin tdk berniat menghambat aktivitas Kk perihal keluhan yg terjadi. Terkait keterlambatan petugas, kami akan jadikan sbg bahan evaluasi agar respon ke depan bisa lebih cepat dlm menangani aduan plgn. Utk membantu pengecekan status laporan Kk & FU kembali, segera manfaatkan fitur Live Chat agar terhubung dgn CS yg siap membantu. :) -AL",2026-02-18 15:01:46,5.2.77,2. LAYANAN,1. KETENAGALISTRIKAN,2. Pengaduan,4. Keluhan Layanan Kelistrikan,1. Respon lambat terhadap Laporan Keluhan
063d0f83-1a61-4511-a220-f869a57f83ca,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kebanyakan coba lagi,1,0,5.2.77,2026-02-18 13:00:13,"Hi, mlm Kakak. Mimin coba bantu ya. Demi kelancaran saran mimin, coba Clear Cache perangkat & jaga selalu kestabilan koneksi jg menutup apk yg tdk digunakan. Seumpama msh mengalami hambatan yg sama, silakan Kk dpt infokan detail kesulitannya melalui fitur Live Chat, disana ada CS mimin yg senantiasa bantu Kk scra optimal ya. Smg ttp aman Kak. -IP",2026-02-18 13:45:08,5.2.77,3. UMUM,Keluhan Teknis secara Aplikasi,,,
b10a06e3-646f-41e8-8ed7-848c369493bb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mati lampu dr jam 12.30,, telfon PLN jam 14.30... sampai jam 19.00 tidak ada yang menindak lanjuti. padahal lainnya nyala, hanya 2 kampung yang mati lampu, gmn ini,,",1,0,5.2.77,2026-02-18 12:00:49,"Maaf atas ketidaknyamanan yg ditimbulkan, Kak Zuna. Utk mengetahui detail kendalanya & memaksimalkan tindak lanjut, Kk bs gunakan fitur Live Chat, biar dibantu FU supaya diselesaikan Unit scra tuntas ya. PLN scra responsif akan trs meningkatkan kualitas jaringan & penguatan sistem kelistrikan agar kembli normal, handal jg semakin stabil lg. Tks -IP",2026-02-18 13:23:58,5.2.77,2. LAYANAN,1. KETENAGALISTRIKAN,2. Pengaduan,"1. Pengaduan Listrik Padam/Keandalan Jaringan
Distribusi",1. Respon Lambat terhadap Laporan Padam
408d4abc-2c2d-4303-b889-a0bc5556d9ee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Beli token pake Allo gagal terus, kadaluarsa, ada yg sama?",1,0,5.2.77,2026-02-18 11:21:10,"Maaf ya jk sempat trjdi kendala saat Kak Andi transaksi. PLN tdk berniat merugikan & trs menjaga kepercayaan Plgn. Keluhan Kk jd noted thdp peningkatan kualitas & performa fitur ke depannya. Memproses kegagalan trx yg Kk alami, mhn dpt FU dgn klik fitur ""Perlu Bantuan""/ fitur Live Chat, agar proses pengecekan & tindak lanjut berjalan maks. Tks. -IP",2026-02-18 13:05:47,5.2.77,1. APLIKASI,1. KETENAGALISTRIKAN,2. Token & Pembayaran,2. Beli Token,2. Status Payment Gagal tapi Saldo Terpotong
5216cf70-7422-4d9e-960c-f81e2261cc26,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apk gk ad guna buat laporan pengaduan dah 4 hari gk ad respon,1,0,5.2.77,2026-02-18 11:16:35,"Maaf Kakak Fikri, kami menyesali bila msh ada keterlambatan respon. Guna mengidentifikasi laporan Kk & memaksimalkan proses FU, mohon bisa diinfokan detailnya melalui fitur Live Chat, biar dibantu FU ke unit supaya diclearkan dgn baik & responsif. Hal ini jd perbaikan unit utk lbh meningkatkan kualitas kinerja supaya bs lbh cepat & tanggap. Tks -IP",2026-02-18 12:59:49,5.2.77,2. LAYANAN,1. KETENAGALISTRIKAN,2 Pengaduan,4. Keluhan Layanan Kelistrikan,1. Respon lambat terhadap Laporan Keluhan
7ef8f30c-fc24-4dcf-b859-c5fdb32cebf8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,app rusak,1,0,5.2.77,2026-02-18 11:08:03,"Maaf atas gangguan yg Kak Bagas alami. Jika kWh Meter Kk terjadi kerusakan/ terkendala, Kk bs lapor ke Unit lgsg dgn gunakan menu Pengaduan/ hub CS lwt fitur Live Chat, utk memaksimalkan proses koordinasi & follow up supaya mslh tsb dpt solusi yg efektif juga penyelesaian yg tepat ya. Besar harapan permasalahannya bs clear dgn baik. Stay safe -IP",2026-02-18 12:47:56,5.2.77,2. LAYANAN,1. KETENAGALISTRIKAN,2. Pengaduan,2. kWh Meter Prabayar Meter Pra/Paskabayar,1. kWh meter rusak / tidak berfungsi
8204f5df-279c-4b63-8753-80ca12ef43e7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"gak jelas gak ada pemberitahuan pemeliharaan tau2 mau lapor pemadaman dr jam 12 sampai sekarang gak nyala2,emangnya ada masalah apa sampai listrik padam lama banget.....pas batre hp mau habis mau cas gak bisa!!!!!!😰😰😰😰😰",1,0,5.2.77,2026-02-18 09:44:21,"Maaf Kk Yanto utk keluhannya. Mhn dpt dipastikan lagi ID listrik Kk tlah berhasil trdftr & sdh utk dpt info padam. Hal ini jd cttn peningkatan supaya bs lbh akurat & up to date lg dlm berikan info mengenai pemadaman serta lbh responsif jg efektif dlm berikan penanganan. Utk menindaklanjuti kendalanya scra tepat, yuk FU lwt fitur Live Chat. Tks. -IP",2026-02-18 12:40:40,5.2.77,1. APLIKASI,1. KETENAGALISTRIKAN,4. Pengaduan,"4. Pengaduan Listrik Padam/Keandalan Jaringan
Distribusi",2. Tidak Menerima Notifikasi Pemadaman / Tidak Update
180c55df-722f-4082-9936-cd12a562faa0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,oke,1,0,5.2.77,2026-02-18 08:44:03,"Kami senang menerima feedback positif dari Kk tentang aplikasi PLN, tks ya. Tanggapan Kk jd smngt PLN utk trs meningkatkan pelayanan ke depannya. Jk ada hal yg perlu kami bantu, jgn sungkan utk lapor pd fitur Live Chat ya Kak. Pergi ke pasar membeli ikan, ikan segar dibawa pulang. Rating lima jadi harapan, agar aplikasi kami kian gemilang. :) -AL",2026-02-18 08:54:53,5.2.77,3. UMUM,Salah Mengartikan Bintang 1,,,
d97ad644-f7e8-477a-8942-83c626cb1d5a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ampas,1,0,,2026-02-18 08:10:21,"Kk Jamal, tks ya atas ketertarikan Kk untuk download aplikasi PLN Mobile. Kami mhn maaf Kak jk ada kekurangan pd apk yg dihadirkan. Bila ada kendala/ kritik yg membangun, yuk sharing dgn kami melalui fitur Live Chat agar dpt dilakukan evaluasi. Optimalisasi fitur PLN Mobile trs kami lakukan agar ttp jadi solusi layanan listrik di masa depan. :) -AL",2026-02-18 08:50:08,,3. UMUM,Tidak Deskriptif,,,
3eeff0f2-1404-4e91-9f05-f974db093f05,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"mau pencet pengaduan lama, tolong dong diperbaiki aplikasinya",1,0,5.2.77,2026-02-18 07:35:23,"Admin bantu berikan solusinya utk memudahkan Kak Nomo dlm pelaporan ya. Mhn clear cache PLN Mobile & pastikan koneksi jaringan di HP Kk ttp stabil. Stlah itu, refresh menu Pengaduan & coba berkala ya. Jk msh terasa sulit dlm membuat aduan/ ada hal yg blm clear, segera FU via CS admin pada fitur Live Chat, supaya dibantu cek & tindak lanjuti. :) -AL",2026-02-18 08:29:17,5.2.77,1. APLIKASI,1. KETENAGALISTRIKAN,4. Pengaduan,7. Layanan Kelistrikan,1. Tidak Bisa Submit Pengaduan
097dbaa4-5c9f-40b3-ad8f-835c9cbce225,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi parah. lemot. mau pengaduan tulis no hp email no meter dan segala macam. kita gak apal begitu buka jendela misal wa buat buka no wa no meter. tampilan kembali ke menu awal yg ditulis ilang semua. diulang lg ilang lagi,1,0,5.2.77,2026-02-18 06:45:24,"Kk Darmono, admin tdk ingin menghambat Pengaduan Kk via PLN Mobile ya. Menanggapi ulasannya, mhn kesediannya agar Kk dpt pastikan koneksi internet terjaga stabil. Kemudian Kk bs cb berkala utk memasukan No. Meter & No. Hp. Stlah itu, Kk bs cb clear cache performa fitur. Jk msh kendala, Kk bs gunakan fitur Live Chat yg tersedia di PLN Mobile. :) -AL",2026-02-18 08:36:23,5.2.77,1. APLIKASI,1. KETENAGALISTRIKAN,4. Pengaduan,7. Layanan Kelistrikan,1. Tidak Bisa Submit Pengaduan
419da49e-6a25-4cc1-b21e-4f6f8eb8cbe7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"setiap hari laporan trafo meledak, tapi gak ada penanganan yg tepat. habis diperbaiki besoknya meledak lagi, gitu aja teros",1,0,5.2.77,2026-02-18 06:15:17,"Kak Sonia. Maaf atas ketidaknyamanannya, utk menghindari hal yg tdk diinginkan, mhn dpt memberikan tanda bahaya smp petugas PLN melakukan perbaikan karena dikhawatirkan dpt membahayakan keselamatan warga sekitar. Kk bs segera follow up kembali laporannya via fitur Live Chat agar dapat dilakukan tindak lanjut ke Unit pelayanan PLN terkait ya. :) -AL",2026-02-18 07:12:30,5.2.77,2. LAYANAN,1. KETENAGALISTRIKAN,2. Pengaduan,"1. Pengaduan Listrik Padam/Keandalan Jaringan
Distribusi",5. Tiang Miring/Roboh/Keropos; Kabel Menjuntai; Pangkas Pohon; dsb
53064ba4-d9c7-4024-bc98-b89a7eeff518,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kenapa skrg pengaduan dihapus?,1,0,5.2.77,2026-02-17 18:45:37,"Hi Kak, admin infokan utk fitur pengaduan di PLN Mobile tetap tersedia di menu ""Pengaduan"" pd halaman utama ya Kak. Jk fitur pengaduan mengalami kendala, silahkan lakukan Clear Cache pd perangkatnya & pastikan koneksi yg digunakan ttp stabil. Jk msh kendala, Kk jg bs gunakan fitur Live Chat, agar CS kami bantu selesaikan sampai tuntas. Thanks. -SH",2026-02-18 01:28:57,5.2.77,1. APLIKASI,1. KETENAGALISTRIKAN,4. Pengaduan,7. Layanan Kelistrikan,1. Tidak Bisa Submit Pengaduan
6fb3fc44-b3db-4be1-9ada-e2bf2d58bf36,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,terllau lemot njinggggggg,1,0,5.2.77,2026-02-17 15:09:29,"Admin mohon maaf jk ada hal yg membuat Kk Sahdi kurang nyaman. Jk yg dimaksud Kk mengalami kendala loading pd apk, silakan Kk dpt lakukan Clear Cache pd perangkat yg digunakan serta pastikan koneksi ttp stabil. Feedback yg diberikan jd noted utk peningkatan kualitas fitur agar ttp berjalan optimal. Yuk, budayakan tutur kata yg baik & santun. :) -MF",2026-02-17 23:44:33,5.2.77,3. UMUM,Keluhan Teknis secara Aplikasi,,,
64296a5d-ba98-4a75-ae30-c0896ab97fe9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"lelet parah listrik mati hidup di suruh tunggu kaga Dateng"" giliran kebakaran pln emang mau tanggung jawab",1,0,5.2.77,2026-02-17 14:33:27,"Mhn maaf ya, jk ada pengaduan Kak Reynaldy yg blm mendapatkan respon dgn baik ya. Terkait keluhan yg Kk sampaikan, admin akan segera tindak lanjuti kembali. Mhn Kk dpt FU melalui fitur Live Chat utk mempermudah CS menelusuri laporan Kk hingga tuntas. PLN siap tingkatkan kembali pelayanan, terutama dlm menjaga respontime terhadap aduan plgn. :) -SH",2026-02-17 14:55:52,5.2.77,2. LAYANAN,1. KETENAGALISTRIKAN,2. Pengaduan,1. Pengaduan Listrik Padam/Keandalan Jaringan Distribusi,6. Frekuensi dan durasi padam
84ca3b06-4f74-4776-8eb8-a1fe6509baa2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Petugasnya ramah, tapi membwv mcb jelek. Dmn MCB kualitas bagus! Apa stock kosong. kok begitu. krg nyaman. listrik nyala, ntar mati lagi.",1,0,5.2.77,2026-02-17 12:27:48,"Halo Kak Fitria, kami mohon maaf atas ketidaknyamanan yg Kk alami. Demi menjaga kenyamanan & keamanan Plgn, PLN senantiasa menggunakan material yg sesuai dgn standar yg berlaku. Laporan Kk dgn No. G142602170XXXX tlh kami terima & diteruskan ke Unit utk ditindaklanjuti. Kami akan berupaya memastikan kendala tsb dpt segera ditangani dgn baik. :) -YA",2026-02-17 13:10:32,5.2.77,2. LAYANAN,1. KETENAGALISTRIKAN,2. Pengaduan,2. kWh Meter Prabayar Meter Pra/Paskabayar,1. kWh meter rusak / tidak berfungsi
e6e1d658-27d9-49d0-8ad5-98fc5061e7a4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"HATI-HATI jika transaksi gagal, saldo tidak kembali. sudah komplain ribuan kali tidak ada kejelasan.",1,0,,2026-02-17 08:38:05,"Sore Kak Supeno, mohon maaf ya kalau proses refund nya belum berjalan sesuai harapan. Untuk bantu kami cek lebih lanjut, boleh dibantu lapor via fitur Live Chat/ sosial media PLN 123. Nanti akan kami teruskan ke tim terkait agar segera diproses. PLN terus berkomitmen memberi layanan yang profesional & transparan demi kepuasan pelanggan. Thanks. -SH",2026-02-17 08:58:47,,1. APLIKASI,1. KETENAGALISTRIKAN,2. Token & Pembayaran,3. Bayar Tagihan,2. Status Payment Gagal tapi Saldo Terpotong
91ea7140-9b8d-41db-83f8-aaa2bb381922,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"update malah jadi tolol, ga bisa bikin laporan ""PERIKSA"" aplikasi lelet parah..",1,0,5.2.77,2026-02-17 05:37:37,"Thx ya Kak, sdh update apk PLN Mobile ke versi terbaru. Merespon kendala yg Kk alami, mohon Kk dpt cb lakukan Clear Cache perangkat yg digunakan terlebih dulu & pastikan utk koneksi internet yg digunakan jg tetap stabil. Kemudian, cb kembali secara berkala. Bila msh alami hambatan, Kk dpt hub CS mimin di fitur Live Chat/ sosmed PLN 123. Thx. :) -YA",2026-02-17 06:15:20,5.2.77,1. APLIKASI,1. KETENAGALISTRIKAN,4. Pengaduan,5. kWh Meter Meter Pra/Paskabayar,1. Tidak Bisa Submit Pengaduan
